Area Codes,All Ages
E01025431,1799
E01025433,1700
E01025416,1454
E01025451,1869
E01025452,1716
E01025415,2043
E01025423,1388
E01025435,1486
E01025446,1424
E01025430,1991
E01025434,1898
E01032928,2941
E01032929,1024
E01025445,1507
E01025447,1214
E01025459,1654
E01025460,2050
E07000127,113401
E01025496,1264
E01025497,1496
E01025498,1403
E01025530,1414
E01025532,1549
E01025533,1615
E01025507,1727
E01025508,1418
E01025509,1183
E01025513,1935
E01025531,1164
E01025474,1241
E01025495,2054
E01025514,2304
E01025515,1660
E01025483,2449
E01025484,2017
E01025485,1706
E01025486,1600
E01025487,1668
E01025510,1375
E01025511,1178
E01025512,1306
E01025538,1541
E01025539,1376
E01025499,1402
E01025501,1096
E01025502,1549
E01025516,1544
E01025517,1575
E01025519,1264
E01025488,2543
E01025489,1457
E01025490,1854
E01025500,1655
E01025518,1498
E01025479,1943
E01025491,2127
E01025506,1977
E01025468,1644
E01025469,1537
E01025470,1555
E01025522,1108
E01025471,1498
E01025480,1358
E01025481,1463
E01025482,1438
E01025520,1241
E01025521,1735
E01025523,1700
E01025524,1491
E01025525,1633
E01025526,1575
E01025472,1449
E01025473,1401
E01025475,1432
E01025476,1413
E01025477,1221
E01025478,1161
E01025492,1317
E01025527,1395
E01025528,1958
E01025529,1905
E01025493,1671
E01025494,1647
E01025503,1359
E01025504,1145
E01025505,1334
E01025534,1773
E01025535,1542
E01025536,1527
E01025537,1463
E01025540,1185
E07000128,110261
E01025573,1391
E01025574,1529
E01025581,1338
E01025582,1284
E01025583,1197
E01025584,1354
E01025605,1410
E01025606,1269
E01025607,1588
E01025608,1616
E01025590,1559
E01025591,1551
E01025592,1526
E01025593,1677
E01025563,1133
E01025564,1700
E01025565,1548
E01025586,1568
E01025587,1573
E01025588,1427
E01025589,1214
E01025557,1554
E01025575,1600
E01025578,1553
E01025579,1427
E01025580,1254
E01025547,1980
E01025549,2379
E01025609,2113
E01025548,1591
E01025553,2700
E01025558,1671
E01025559,1876
E01025560,1338
E01025554,1496
E01025556,1527
E01025570,1212
E01025571,1457
E01025572,1381
E01025604,1502
E01025561,1485
E01025562,2136
E01025585,2505
E01025542,1622
E01025555,1382
E01025601,1425
E01025602,1557
E01025603,1506
E01025541,2089
E01025543,1867
E01025544,1537
E01025576,2279
E01025577,1463
E01025550,1500
E01025552,1233
E01025594,1575
E01025595,1423
E01025596,2130
E01025597,1125
E01025545,1904
E01025546,1559
E01025551,1279
E01025567,1598
E01025598,1497
E01025566,2166
E01025568,1861
E01025569,1915
E01025599,1035
E01025600,1545
E08000011,147915
E01006448,1864
E01006492,1279
E01006493,1102
E01006494,1462
E01006495,2128
E01006454,1195
E01006456,1559
E01006457,1140
E01006458,1344
E01006490,2778
E01006491,2079
E01006415,2084
E01006417,1268
E01006436,1468
E01006437,1176
E01006447,1408
E01006455,1761
E01006506,1391
E01006507,1446
E01006508,1381
E01006509,1725
E01006510,1183
E01006416,1491
E01006418,1352
E01006434,1528
E01006435,1449
E01006438,1246
E01006439,1603
E01006446,1454
E01006412,1553
E01006413,1463
E01006414,1398
E01006441,2731
E01006460,1604
E01006461,1534
E01006463,2359
E01006464,1527
E01006466,1571
E01006453,1187
E01006467,1309
E01006470,1371
E01033228,1924
E01006459,1633
E01006462,1488
E01006496,1372
E01006498,1666
E01006499,1529
E01006440,1422
E01006442,1552
E01006443,1391
E01006444,1349
E01006445,1308
E01006465,1668
E01006482,1628
E01006483,1338
E01006484,1393
E01006449,1492
E01006450,1380
E01006451,1452
E01006452,1509
E01006497,1041
E01006500,1097
E01006501,1405
E01006504,1257
E01006505,1767
E01006472,1533
E01006485,1669
E01006486,1173
E01006487,1440
E01006488,1880
E01006489,1462
E01006477,1616
E01006478,1459
E01006479,1394
E01006480,1384
E01006481,1368
E01006471,1435
E01006473,1371
E01006474,1430
E01006475,1473
E01006476,1374
E01006420,2092
E01006424,2043
E01006502,1705
E01006503,1264
E01006421,1165
E01006425,1365
E01006430,1387
E01006433,1462
E01006419,1430
E01006422,1284
E01006423,1412
E01006427,1459
E01006426,1367
E01006428,1554
E01006429,1134
E01006431,1742
E01006432,1577
E08000012,484578
E01006651,1638
E01006653,1514
E01006655,1755
E01006658,1306
E01006660,1398
E01006652,1456
E01006656,1368
E01006657,1222
E01006780,1391
E01006783,1538
E01006781,1421
E01006782,1477
E01006784,1359
E01006785,1783
E01006786,1805
E01006661,1649
E01006662,1839
E01006663,1139
E01006664,1893
E01006669,1512
E01006654,1385
E01006659,1694
E01006734,1401
E01006735,1301
E01006736,1443
E01006737,1359
E01006787,2297
E01006788,1756
E01006790,1600
E01006791,1641
E01006665,1484
E01006666,1446
E01006667,1507
E01006668,1503
E01006670,1536
E01006607,1533
E01006612,1471
E01006729,1370
E01032510,1776
E01032511,1326
E01006608,1175
E01006609,1238
E01006610,1511
E01006613,1333
E01006705,1415
E01006598,1451
E01006599,1399
E01006672,1954
E01033759,2077
E01006600,1410
E01006603,1371
E01006730,1349
E01006731,1186
E01006732,1767
E01006611,1256
E01006614,1321
E01006615,1260
E01006698,1743
E01006700,1439
E01006623,1387
E01006624,1503
E01006627,1388
E01006671,1304
E01006699,1721
E01006701,1416
E01006702,1539
E01006703,1676
E01006778,2154
E01006541,1485
E01006543,1202
E01006544,1638
E01006616,1345
E01006762,1725
E01006604,1448
E01006605,1556
E01006618,1560
E01006625,1381
E01006626,1401
E01006637,1547
E01006638,1249
E01006639,1474
E01006644,2011
E01006645,1441
E01006542,1364
E01006558,1183
E01006562,1645
E01033747,1371
E01006545,1453
E01006546,1231
E01006547,1516
E01006548,1660
E01006766,1269
E01006767,1844
E01006606,1499
E01006761,1725
E01006763,1496
E01006764,1526
E01006765,1434
E01006768,1300
E01006617,1361
E01006619,1706
E01006620,1401
E01006621,1550
E01006622,1472
E01006640,1981
E01006776,1834
E01006779,1962
E01033764,2798
E01006560,1895
E01006564,1584
E01006646,2116
E01006648,2317
E01006540,1751
E01006563,1784
E01006647,1667
E01006693,1590
E01006572,1183
E01006574,1276
E01006641,1634
E01006642,1330
E01006643,1831
E01006567,1658
E01006568,1547
E01006570,1498
E01006571,1564
E01006711,1508
E01006717,1405
E01006718,1544
E01006719,1466
E01032508,1773
E01032509,1394
E01006690,1633
E01006692,2344
E01006695,1978
E01006759,1111
E01006760,1724
E01006565,1475
E01006569,1422
E01006573,1382
E01006712,1373
E01006713,1341
E01006691,1565
E01006694,1952
E01006696,2011
E01006697,1947
E01006746,1521
E01006512,3044
E01006747,5101
E01006748,2171
E01006751,2960
E01033763,1816
E01006566,1457
E01006585,1314
E01006586,1961
E01006587,1551
E01006716,1556
E01006575,1351
E01006576,1748
E01006577,1476
E01006579,1657
E01006584,1398
E01006720,1950
E01006725,1569
E01006726,1648
E01006727,1380
E01006728,1624
E01006752,1117
E01006578,1382
E01006580,1315
E01006581,1541
E01006773,1375
E01006774,1408
E01006514,2716
E01006515,1410
E01006673,2147
E01033757,1399
E01033768,1207
E01006550,1592
E01006557,2030
E01006721,1828
E01006722,1970
E01006723,1787
E01006724,1760
E01006552,2308
E01006556,2244
E01006674,2169
E01006679,2582
E01006709,1473
E01006769,1385
E01006770,1017
E01006771,1432
E01006772,1031
E01006775,1266
E01006582,1649
E01006589,1503
E01006591,1622
E01006592,1566
E01006597,1685
E01006553,1857
E01006588,1593
E01006590,1642
E01006593,1682
E01033749,430
E01033766,1086
E01006520,1754
E01006549,1739
E01006675,2056
E01006677,1158
E01006518,1723
E01006630,1543
E01006632,1900
E01006676,1855
E01006678,2192
E01006706,1256
E01006707,1327
E01006708,1832
E01006710,1444
E01006792,1374
E01006794,1584
E01006800,1363
E01006801,1352
E01006532,1469
E01006539,1409
E01006583,1752
E01006594,1333
E01006796,1565
E01006522,1805
E01006524,2081
E01006526,1446
E01006529,1300
E01006551,1790
E01006554,1655
E01006525,1219
E01006595,1754
E01006596,1482
E01006689,1663
E01006633,1423
E01032505,1256
E01032506,1366
E01032507,1444
E01033748,1631
E01033767,1028
E01006793,1443
E01006795,1432
E01006797,1503
E01006798,1396
E01006799,1797
E01006521,1669
E01006523,1483
E01006528,1472
E01006628,1769
E01006629,1272
E01006527,1432
E01006680,1542
E01006682,1265
E01006683,1481
E01006686,1326
E01006534,1591
E01006535,1588
E01006536,1804
E01006681,1538
E01006530,1383
E01006531,1384
E01006533,1326
E01006537,2558
E01006538,1259
E01006519,1294
E01006684,2169
E01006685,1486
E01006687,2519
E01006688,1530
E01006740,1627
E01006742,1409
E01006744,1600
E01006745,1919
E01006738,1479
E01006739,1924
E01006741,1741
E01006743,2132
E01006753,1583
E01006754,1569
E01006755,1706
E01006756,1878
E01006757,1524
E01006758,1484
E01006513,5204
E01033758,2585
E01033760,2422
E01033761,1810
E01033762,2494
E01033750,2228
E01033754,1960
E01033756,1603
E01033765,1415
E01033751,2222
E01033752,2131
E01033753,1256
E01033755,1528
E08000014,274261
E01006946,1416
E01007028,1378
E01007029,1217
E01007030,1518
E01007036,1247
E01006947,1388
E01007031,1490
E01007032,1337
E01007033,1423
E01007035,1461
E01006944,1696
E01006948,1308
E01006949,1503
E01006951,1598
E01007034,1323
E01006945,1564
E01006950,1566
E01006968,1799
E01006969,1460
E01033094,969
E01033097,1143
E01007055,1460
E01007056,1680
E01007057,1528
E01007062,1468
E01007063,1531
E01007058,1450
E01007059,1577
E01007060,1460
E01007061,1555
E01007064,1274
E01006934,1517
E01006970,1745
E01006994,1662
E01006996,1846
E01006998,1723
E01006995,1468
E01006997,1575
E01006999,1566
E01007000,1313
E01007001,1757
E01007002,1307
E01006928,1462
E01006935,1800
E01006971,1579
E01006972,1627
E01006973,1632
E01006974,1592
E01006929,1530
E01006930,1415
E01006931,1552
E01006932,1466
E01006933,1460
E01006920,1649
E01006924,1497
E01006925,1732
E01006927,1710
E01006921,1324
E01006922,1362
E01006923,1487
E01006926,1644
E01006985,1439
E01006986,1257
E01006987,1243
E01006989,1323
E01006990,1190
E01006988,1433
E01007079,1638
E01007080,1466
E01007081,1485
E01006991,1443
E01006992,1062
E01006993,1469
E01007078,1540
E01007075,1339
E01007076,1446
E01007077,1456
E01007082,1368
E01007067,1342
E01007068,1221
E01007069,1410
E01007070,1438
E01007101,1414
E01007095,1544
E01007096,1286
E01007100,1331
E01033096,2460
E01007074,1438
E01007097,1450
E01007098,1423
E01007099,1467
E01007065,1370
E01007066,1492
E01007071,1215
E01007072,1438
E01007073,1294
E01007020,1420
E01007022,1401
E01007023,1252
E01007027,1926
E01007037,1523
E01007038,1493
E01006936,1506
E01006937,1271
E01006938,1228
E01006939,1430
E01006940,1472
E01006943,1252
E01007083,1158
E01007085,1323
E01007086,1181
E01007091,1202
E01007092,1067
E01006979,1399
E01006980,1378
E01007024,1141
E01007026,1169
E01007089,1389
E01007021,1252
E01007025,1316
E01007105,1605
E01007106,1611
E01007107,1290
E01007108,1573
E01007039,1244
E01007040,2233
E01007042,1232
E01007044,1368
E01007045,1209
E01007041,1348
E01007043,1381
E01007046,1575
E01007053,1364
E01007084,1334
E01006941,1618
E01006942,1402
E01006954,1531
E01007104,1369
E01007109,1556
E01007048,1626
E01007054,1369
E01007087,1329
E01007088,1268
E01007090,1170
E01006955,1633
E01006956,1615
E01006958,1474
E01007102,1538
E01007103,1494
E01006978,1287
E01006981,1519
E01006982,1315
E01006983,1692
E01006984,1383
E01006952,1327
E01006953,1475
E01006957,1523
E01006959,1534
E01006977,1662
E01006976,1440
E01007014,1531
E01007047,1429
E01033095,1981
E01007004,1312
E01007005,1285
E01007011,1530
E01007016,1903
E01007017,1662
E01007019,1359
E01007049,1678
E01007050,1326
E01007051,1168
E01007052,1309
E01006964,1518
E01007003,1271
E01007006,1423
E01007012,1365
E01007013,1507
E01006967,1555
E01007007,1357
E01007008,1239
E01007009,1515
E01007010,1350
E01006960,1102
E01006961,1578
E01006962,1381
E01006963,1467
E01006965,1404
E01006966,1675
E08000013,178455
E01006882,1140
E01006883,1308
E01006884,1358
E01006885,1256
E01006886,1291
E01006887,1367
E01006802,1570
E01006804,1523
E01006806,1527
E01006807,1324
E01006803,1338
E01006805,1548
E01006808,1256
E01006809,1420
E01006849,1469
E01006850,1603
E01006851,1272
E01006852,1288
E01006853,1455
E01006854,1482
E01006855,1435
E01006836,1454
E01006839,1265
E01006840,1504
E01006842,1644
E01006837,1630
E01006838,1493
E01006841,1640
E01006843,1195
E01006914,1247
E01006915,1499
E01006916,1555
E01006917,1753
E01006918,1226
E01006919,1578
E01006810,1188
E01006811,1329
E01006812,1411
E01006813,1494
E01006814,1507
E01006815,1264
E01006818,1272
E01006822,1435
E01006823,1249
E01006824,1198
E01006825,1450
E01006866,1665
E01006867,2181
E01006868,1515
E01006869,1506
E01006819,1598
E01006820,1469
E01006821,1449
E01006871,1683
E01006832,1704
E01006834,1174
E01006877,1478
E01006880,1411
E01006881,1609
E01006863,1714
E01006864,1915
E01006865,1751
E01006845,1524
E01006870,1334
E01006872,1629
E01006873,1325
E01006874,1252
E01006856,1472
E01006857,1422
E01006858,1459
E01006859,1695
E01006860,1541
E01006861,1962
E01006862,1641
E01006831,1436
E01006833,1978
E01006835,1369
E01006876,1424
E01006878,1360
E01006879,1445
E01006904,1669
E01006816,1765
E01006817,1390
E01006875,1277
E01006899,2195
E01006826,1304
E01006827,1628
E01006828,2113
E01006829,1451
E01006830,1364
E01006903,1444
E01006905,1283
E01006906,1512
E01006907,1535
E01006912,1686
E01006913,1279
E01032904,1851
E01032905,2134
E01006844,1626
E01006846,1395
E01006847,1891
E01006848,1322
E01006896,1464
E01006897,1433
E01006901,1281
E01006890,1417
E01006892,1392
E01006893,1334
E01006894,1347
E01006898,1560
E01006900,2814
E01006908,1324
E01006909,1355
E01006910,1932
E01006911,1462
E01006888,1207
E01006889,1393
E01006891,1445
E01006895,1381
E08000015,321238
E01007229,1718
E01007230,1247
E01007231,1553
E01007237,1621
E01007238,1608
E01007218,1380
E01007232,1520
E01007233,1804
E01007234,1498
E01007236,1379
E01007307,1720
E01007308,1474
E01007312,1452
E01007313,1603
E01007315,1509
E01007211,1155
E01007235,1528
E01007310,1375
E01007311,1476
E01007314,1508
E01007316,1532
E01007215,1597
E01007216,1575
E01007219,1616
E01007220,1337
E01007275,1630
E01007203,2017
E01007205,1532
E01007210,1980
E01007309,1470
E01007212,1469
E01007213,1530
E01007214,1599
E01007217,1654
E01007276,1530
E01007272,1483
E01007273,1336
E01007274,1452
E01007277,1475
E01007278,1514
E01007204,1711
E01007206,1876
E01007207,1309
E01007209,1284
E01007269,1743
E01007270,1784
E01007271,1679
E01032903,2743
E01007120,1446
E01007121,1475
E01007122,1348
E01007123,1515
E01007124,1614
E01007208,1715
E01007221,1458
E01007225,1757
E01007227,1534
E01007228,1443
E01007195,1575
E01007199,1543
E01007222,1604
E01007223,1440
E01007193,1638
E01007194,1470
E01007200,1706
E01007201,1456
E01007202,1420
E01007125,1687
E01007156,1547
E01007157,1511
E01007158,1517
E01007159,1868
E01007126,2032
E01007127,1634
E01007128,1662
E01007129,1575
E01007133,1172
E01007224,1437
E01007226,1566
E01007265,1368
E01007299,1325
E01007306,1611
E01007297,1460
E01007298,1543
E01007301,1595
E01007302,1462
E01007305,1570
E01007119,1544
E01007161,1508
E01007162,1533
E01007300,2221
E01007155,1677
E01007160,1557
E01007240,1734
E01007241,1405
E01007242,1694
E01007130,1782
E01007131,1661
E01007179,1381
E01007291,1764
E01007292,1549
E01007294,1437
E01007180,1541
E01007181,1593
E01007239,1664
E01007243,1539
E01007244,2219
E01007259,1163
E01007261,1293
E01007264,1361
E01007266,1536
E01007267,1438
E01007268,1331
E01007163,2399
E01007245,1455
E01007246,1481
E01007247,1688
E01007252,1363
E01007249,1384
E01007251,1103
E01007257,1304
E01007303,1486
E01007304,1514
E01007196,1610
E01007197,1671
E01007198,1702
E01007263,1415
E01007282,1421
E01007175,1837
E01007290,1905
E01007293,1476
E01007295,1294
E01007296,1626
E01007258,1455
E01007260,1586
E01007262,1484
E01007281,1360
E01007283,1193
E01007173,1559
E01007174,1552
E01007176,1591
E01007177,1520
E01007178,1585
E01007248,1579
E01007250,1239
E01007253,697
E01007254,2593
E01007115,1535
E01007138,1704
E01007139,1668
E01007141,1569
E01007289,1616
E01007111,1518
E01007112,1526
E01007113,1268
E01007114,1535
E01007116,1565
E01007280,1721
E01007284,1655
E01007285,1469
E01007287,1792
E01007183,1258
E01007255,1539
E01007256,1563
E01007279,1700
E01007286,1443
E01007110,1581
E01007117,1713
E01007118,1636
E01007151,1534
E01007154,1526
E01007140,1865
E01007142,2056
E01007143,2002
E01007152,1659
E01007153,1468
E01007182,1496
E01007184,1446
E01007185,1555
E01007192,1370
E01007288,1555
E01007144,1416
E01007145,1245
E01007146,1554
E01007147,1404
E01007148,1602
E01007135,1451
E01007136,1622
E01007137,1564
E01007170,1621
E01007186,1593
E01007187,1412
E01007188,1477
E01007189,1615
E01007190,1503
E01007191,1366
E01007149,1537
E01007150,1404
E01007165,1304
E01007171,1614
E01007172,1427
E01007164,1875
E01007166,1433
E01007167,1500
E01007168,1687
E01007169,1770
E06000011,337696
E01012933,1056
E01012934,1583
E01012938,2405
E01012939,1902
E01012940,1671
E01012941,1367
E01012929,1973
E01012930,1407
E01012935,1319
E01012937,2104
E01012942,1186
E01012928,1706
E01012931,1599
E01012932,1759
E01012946,1698
E01012949,1372
E01012936,1268
E01012943,1712
E01012945,1540
E01012952,1391
E01012944,1461
E01012947,1439
E01012948,1355
E01012951,1339
E01012950,1400
E01012990,1409
E01012991,1486
E01012992,1364
E01012978,1510
E01012981,1407
E01012983,1801
E01012989,1759
E01013125,1721
E01013057,1526
E01013059,1658
E01013060,1864
E01013061,1595
E01013126,2146
E01012986,1703
E01012987,1738
E01012988,1540
E01013048,1995
E01013052,1782
E01013053,1358
E01013054,2089
E01013055,1588
E01013056,1698
E01013058,1492
E01013119,1482
E01013046,1644
E01013047,1573
E01013049,1666
E01013050,1792
E01013051,1647
E01012922,1464
E01012923,1589
E01012925,1272
E01012927,1559
E01012924,1739
E01012926,2426
E01013027,1657
E01013034,1826
E01013120,1995
E01013121,1931
E01013123,1967
E01013124,2311
E01013064,1440
E01013065,1631
E01013066,1567
E01013067,1687
E01013068,1763
E01013070,1459
E01013038,1454
E01013045,1661
E01013069,1603
E01013071,1724
E01013022,1912
E01013023,1751
E01013024,1891
E01013122,1481
E01013127,1557
E01013036,1449
E01013037,1416
E01013040,2216
E01013041,1693
E01013062,1637
E01013063,1507
E01012919,1440
E01012921,1160
E01013039,1646
E01013042,1692
E01013043,1403
E01013044,1587
E01013029,1460
E01013030,1514
E01013031,1481
E01013032,1447
E01013035,1291
E01012954,1162
E01012956,1211
E01012958,1068
E01012961,1463
E01012966,1246
E01012953,1287
E01012955,1582
E01012959,1503
E01012962,1225
E01012964,1725
E01012920,1500
E01012965,927
E01012967,1529
E01012968,1781
E01012969,1588
E01012957,2200
E01012960,1625
E01012963,1507
E01013112,1423
E01013018,1747
E01013019,1396
E01013021,1335
E01013025,1296
E01013026,1547
E01013105,1501
E01013110,1613
E01013111,1509
E01013115,1491
E01013117,1563
E01013108,1539
E01013113,1514
E01013114,1442
E01013116,1532
E01013118,1462
E01013094,1503
E01013095,1508
E01013096,1848
E01013097,1417
E01013102,1405
E01013028,1540
E01013078,1425
E01013081,1457
E01013082,1757
E01013085,1690
E01012970,1454
E01012972,1554
E01012973,2897
E01012974,1562
E01013092,2454
E01033495,1606
E01033496,1688
E01013033,1636
E01013098,2243
E01013099,1403
E01013100,1671
E01013101,1696
E01013008,1432
E01013009,1654
E01013013,1455
E01013014,1481
E01013107,1575
E01013088,1657
E01013089,1637
E01013090,1413
E01013091,1614
E01013093,1483
E01013005,1433
E01013007,1478
E01013011,1554
E01013012,1349
E01012996,1693
E01012998,2293
E01013015,1765
E01013016,1778
E01013003,1469
E01013017,1633
E01013020,1753
E01013076,1520
E01013079,1508
E01013080,1404
E01013083,1482
E01013084,1428
E01013086,1452
E01013087,1377
E01012993,1440
E01012997,2009
E01012999,1866
E01013001,1790
E01013074,1587
E01012994,1827
E01012995,2018
E01013000,2102
E01013002,1863
E01013004,1700
E01013072,1653
E01013073,1589
E01013075,1332
E01013077,1980
E01013006,1529
E01013010,1447
E01013103,1368
E01013104,1189
E01013106,1305
E01032596,1443
E01012975,1527
E01012977,2569
E01012984,1861
E01012985,1746
E01012976,1440
E01012979,1569
E01012980,1774
E01012982,1549
E06000010,260240
E01012779,1346
E01012780,1825
E01012781,1255
E01012832,1350
E01033105,1477
E01033106,2889
E01033107,1429
E01033108,2121
E01012782,1436
E01012785,1384
E01012786,1192
E01012787,1489
E01012788,1553
E01012789,1368
E01012875,1457
E01012876,1771
E01012877,1620
E01012878,1545
E01012879,1329
E01012778,1476
E01012783,1206
E01012784,2117
E01012790,1326
E01012906,1594
E01012908,1173
E01012764,1118
E01012765,1419
E01012768,1289
E01012769,1269
E01012829,1791
E01012830,1410
E01012905,1310
E01012910,1271
E01012912,1718
E01012822,1573
E01012904,1505
E01012907,1252
E01012909,1278
E01012911,1105
E01012873,1489
E01012874,1624
E01012880,1714
E01012881,1586
E01012915,1433
E01012917,1672
E01012918,1574
E01012833,1519
E01012835,1071
E01012836,1552
E01012839,1281
E01012840,1530
E01012824,1781
E01012825,1479
E01012834,1744
E01012837,1661
E01012838,1591
E01012821,1553
E01012823,691
E01012826,1456
E01012827,1522
E01012828,1485
E01012766,1404
E01012767,1584
E01012914,1894
E01012916,1539
E01012812,1372
E01012813,1676
E01012814,1519
E01012815,1611
E01012818,1239
E01012791,1617
E01012792,1510
E01012793,1357
E01012794,1543
E01012913,2110
E01012761,1877
E01012868,1644
E01012869,1649
E01012871,1782
E01012872,1729
E01012804,1540
E01012806,1507
E01012807,1377
E01012817,1392
E01012819,1402
E01012841,1564
E01012844,1365
E01012849,1567
E01012895,1591
E01012897,1254
E01012898,1455
E01012758,1628
E01012762,1536
E01012763,2054
E01012866,1462
E01012870,1515
E01012774,1508
E01012795,1937
E01012797,1350
E01012798,1665
E01012801,1450
E01012816,1366
E01012848,2011
E01012894,1712
E01012896,2057
E01012901,1501
E01012842,1652
E01012843,1567
E01012845,1619
E01012846,1437
E01012847,1402
E01012820,1347
E01012899,1526
E01012900,1599
E01012902,1528
E01012903,1668
E01012796,1277
E01012799,1240
E01012800,1482
E01012802,1375
E01012803,1464
E01012850,1941
E01012852,1786
E01012856,1693
E01012857,1702
E01012867,1739
E01012756,1507
E01012757,1509
E01012759,1711
E01012760,1573
E01012862,1293
E01012805,1404
E01012808,1630
E01012809,1897
E01012810,1879
E01012811,1680
E01012773,1655
E01012776,1446
E01012863,1755
E01012864,1737
E01012865,1254
E01012770,1463
E01012771,1504
E01012772,1568
E01012775,1469
E01012777,1520
E01012851,2407
E01012854,2177
E01012855,1859
E01033104,1527
E01033109,1473
E01012859,1392
E01012889,1448
E01012891,2195
E01012892,2004
E01012893,1566
E01012858,1968
E01012860,2217
E01012886,1510
E01012888,1541
E01033110,1769
E01012882,1566
E01012883,1514
E01012884,1837
E01012887,1504
E01032595,1802
E06000012,159144
E01013174,1474
E01013175,1567
E01013176,1392
E01013177,1499
E01013178,1436
E01013179,1536
E01013180,1399
E01013136,1431
E01013137,866
E01013139,1411
E01013142,1737
E01013218,1400
E01013219,1369
E01013220,1570
E01013221,1839
E01013222,1488
E01013144,1530
E01013145,1245
E01013146,1775
E01013148,1376
E01013195,1414
E01013196,1394
E01013201,1495
E01013202,1545
E01013203,1665
E01013138,1403
E01013140,1492
E01013141,1656
E01013143,1412
E01013173,1339
E01013223,3020
E01013224,1888
E01013226,1452
E01013187,1329
E01013188,1605
E01013231,1527
E01013233,1383
E01013147,1358
E01013234,1504
E01033414,2781
E01013128,1429
E01013198,1393
E01013199,1242
E01013200,1236
E01013159,1527
E01013161,1422
E01013162,1592
E01013165,1336
E01013158,1429
E01013160,1462
E01013163,1244
E01013164,1896
E01013197,1222
E01013149,1109
E01013150,1266
E01013227,1573
E01013228,1583
E01013229,1534
E01013131,1570
E01013132,1551
E01013133,1545
E01013134,1547
E01013206,1319
E01013207,1321
E01013211,1459
E01013212,1397
E01013181,1516
E01013182,1476
E01013183,1445
E01013184,1525
E01013185,1533
E01013186,1344
E01013129,1472
E01013151,1239
E01013152,1432
E01013155,1360
E01013130,1336
E01013135,1494
E01013154,1329
E01013156,1317
E01013204,1451
E01013205,1409
E01013208,1408
E01013209,1418
E01013210,1473
E01013153,1271
E01013157,1804
E01013166,1546
E01013167,1694
E01013169,1041
E01013189,1646
E01013190,3560
E01013191,1497
E01013192,1490
E01013194,1426
E01013168,1877
E01013170,1452
E01013171,1702
E01013172,1475
E01013193,1526
E01013213,1257
E01013214,1383
E01013215,1609
E01013216,1247
E01013217,1417
E01013225,1041
E06000013,170786
E01013254,1739
E01013255,1759
E01013256,2587
E01013257,1904
E01013258,1692
E01013259,1899
E01013303,1324
E01013304,1611
E01013305,1606
E01013307,1786
E01013288,1535
E01013291,1594
E01013292,1749
E01013294,1587
E01013270,1947
E01013306,1567
E01013308,1809
E01013309,1646
E01013286,2231
E01013287,1465
E01013289,1691
E01013290,1562
E01013293,1491
E01013245,1512
E01013246,1612
E01013247,1772
E01013248,1778
E01013249,1778
E01013297,2599
E01013300,1820
E01013302,1504
E01013331,1749
E01013296,1729
E01013298,1697
E01013299,1647
E01013330,1884
E01013332,1926
E01013295,1408
E01013301,1621
E01013333,1680
E01013334,1649
E01013310,1523
E01013312,1700
E01013313,1537
E01013314,1517
E01013267,1293
E01013268,1234
E01013269,1752
E01013271,2034
E01013272,1731
E01013273,1705
E01013279,1525
E01013285,1271
E01013316,1485
E01013321,1700
E01013274,2080
E01013275,1566
E01013276,1632
E01013277,1452
E01013315,1494
E01013317,1393
E01013318,1594
E01013319,2246
E01013238,1728
E01013240,3464
E01013311,1891
E01013320,1466
E01013278,1552
E01013280,1483
E01013281,1438
E01013283,1586
E01013236,1596
E01013239,1628
E01013282,1514
E01013284,1687
E01013237,1797
E01013261,1441
E01013262,1299
E01013263,1436
E01033296,1374
E01033297,1766
E01013260,1391
E01013264,1702
E01013265,1625
E01013266,1894
E01013241,1537
E01013242,1826
E01013243,2244
E01013244,1858
E01013324,1551
E01013326,1563
E01013327,1357
E01013328,1259
E01013322,2051
E01013323,1615
E01013325,1463
E01013329,1875
E01013250,1625
E01013251,1870
E01013252,1740
E01013253,1984
E06000014,208367
E01013436,1762
E01013438,1987
E01013439,1494
E01013440,1854
E01013370,1501
E01013373,1566
E01013375,1330
E01013376,1470
E01013371,1418
E01013372,1660
E01013374,1559
E01013377,1629
E01013404,1597
E01013407,1444
E01013408,1328
E01013410,1392
E01013405,1448
E01013406,2102
E01013409,1682
E01013411,1549
E01013428,1661
E01013429,2206
E01013430,1573
E01013431,1594
E01013435,1448
E01013344,1592
E01013346,1793
E01013432,1971
E01013433,1435
E01013434,1495
E01013379,1477
E01013380,1843
E01013385,1451
E01013387,1457
E01013388,1055
E01013389,1144
E01013437,1289
E01013343,2104
E01013345,1766
E01013347,1734
E01013349,1492
E01013350,1751
E01013348,2297
E01013368,2465
E01013382,1732
E01013383,2618
E01013386,1949
E01013421,1512
E01013422,1745
E01013426,1653
E01013427,1450
E01013335,1626
E01013336,1548
E01013337,1721
E01013338,2389
E01013339,1596
E01013392,1772
E01013366,1960
E01013369,2005
E01013416,1663
E01033067,1641
E01033068,1171
E01033069,1144
E01033070,2677
E01013381,1626
E01013402,1931
E01013419,2158
E01013420,2142
E01013384,1880
E01013398,1898
E01013399,1811
E01013400,2124
E01013401,1814
E01013403,2134
E01013393,1610
E01013394,1393
E01013395,1501
E01013396,1611
E01013441,1599
E01013445,1630
E01013390,1580
E01013391,2276
E01013397,1596
E01013413,1724
E01013417,2056
